01-12-2015 14:32:05|Error: Non-existent product (0)
01-12-2015 14:32:23|Error: Non-existent product (0)
01-12-2015 14:32:39|Error: Non-existent product (0)
01-12-2015 14:33:01|Error: Non-existent product (0)
01-12-2015 14:33:42|Error: Non-existent product (0)
01-12-2015 14:41:33|Error: Non-existent product (0)
01-12-2015 14:42:36|Error: Non-existent product (0)
01-12-2015 14:42:59|Error: Non-existent product (0)
01-12-2015 14:44:19|Error: Non-existent product (0)
01-12-2015 15:15:45|Error: Non-existent product (0)
01-12-2015 15:17:57|Error: Non-existent product (0)
01-12-2015 15:21:02|Error: Non-existent product (0)
01-12-2015 15:21:54|Error: Non-existent product (0)
01-12-2015 15:22:17|Error: Non-existent product (0)
01-12-2015 15:23:00|Error: Non-existent product (0)
01-12-2015 15:23:13|Error: Non-existent product (0)
01-12-2015 15:25:25|Error: Non-existent product (0)
01-12-2015 15:25:33|Error: Non-existent product (0)
01-12-2015 15:25:56|Error: Non-existent product (0)
01-12-2015 15:26:32|Error: Non-existent product (0)
01-12-2015 15:30:59|Error: Non-existent product (0)
01-12-2015 15:34:18|Error: Non-existent product (0)
01-12-2015 15:34:52|Error: Non-existent product (0)
01-12-2015 15:37:22|Error: Non-existent product (0)
01-12-2015 15:38:09|Error: Non-existent product (0)
01-12-2015 15:38:21|Error: Non-existent product (0)
01-12-2015 15:46:51|Error: Non-existent product (0)
01-12-2015 15:47:05|Error: Invalid list file path
01-12-2015 15:47:37|Error: Invalid list file path
01-12-2015 19:23:45|Error: Non-existent product (0)
01-12-2015 20:14:17|Error: Null pointer
01-12-2015 20:32:24|Error: Null pointer
02-12-2015 15:43:27|Error: Non-existent product (7984121947645)
02-12-2015 15:47:17|Error: Non-existent product (7984121947645)
02-12-2015 17:42:04|Error: Non-existent product ((null))
02-12-2015 17:58:54|Error: Non-existent product (6511231223788)
02-12-2015 18:02:16|Error: Non-existent product (7984121947645)
02-12-2015 18:06:40|OK
02-12-2015 18:08:42|OK
02-12-2015 18:09:16|OK
02-12-2015 18:16:09|OK
02-12-2015 18:17:46|OK
02-12-2015 18:18:52|OK
02-12-2015 18:19:27|OK
02-12-2015 18:20:34|OK
02-12-2015 18:23:10|OK
02-12-2015 18:25:43|Error: Non-existent product (4044044044044)
02-12-2015 18:26:40|Error: Non-existent product (4044044044044)
02-12-2015 18:27:46|Error: Non-existent product (4044044044044)
02-12-2015 18:32:39|Error: Non-existent product (4044044044044)
02-12-2015 18:34:28|Error: Invalid list file path
02-12-2015 18:35:21|Error: Non-existent product (4044044044044)
02-12-2015 18:36:59|Error: Non-existent product (4044044044044)
02-12-2015 18:53:23|Error: Non-existent product (4044044044044)
02-12-2015 18:53:46|Error: Non-existent product (4044044044044)
02-12-2015 18:54:12|Error: Non-existent product (4044044044044)
02-12-2015 18:54:21|Error: Non-existent product (4044044044044)
02-12-2015 18:54:29|Error: Non-existent product (4044044044044)
02-12-2015 18:54:40|Error: Invalid number of arguments
02-12-2015 18:55:04|Error: Non-existent product (4044044044044)
02-12-2015 18:55:35|Error: Non-existent product (4044044044044)
02-12-2015 18:57:45|Error: Non-existent product (4044044044044)
02-12-2015 18:58:20|Error: Non-existent product (4044044044044)
02-12-2015 19:00:34|Error: Non-existent product (4044044044044)
02-12-2015 19:01:20|OK
02-12-2015 19:01:39|Error: Non-existent product (4044044044044)
02-12-2015 19:09:25|Error: Non-existent product (4044044044044)
02-12-2015 19:10:32|OK
02-12-2015 19:11:26|OK
02-12-2015 19:40:55|OK
02-12-2015 19:42:14|OK
02-12-2015 19:42:26|OK
02-12-2015 19:50:52|OK
02-12-2015 19:51:00|OK
02-12-2015 20:02:30|OK
02-12-2015 20:02:56|OK
02-12-2015 20:14:02|OK
02-12-2015 20:14:08|OK
02-12-2015 20:20:50|OK
02-12-2015 20:21:00|OK
02-12-2015 20:21:27|OK
02-12-2015 22:02:09|OK
02-12-2015 22:02:39|OK
02-12-2015 22:03:21|OK
02-12-2015 22:04:33|OK
02-12-2015 22:07:17|OK
02-12-2015 22:15:14|OK
02-12-2015 22:33:46|OK
02-12-2015 22:48:37|OK
02-12-2015 22:53:03|OK
02-12-2015 23:24:07|OK
04-12-2015 09:23:04|OK
04-12-2015 09:30:33|Error: Null pointer
04-12-2015 09:31:03|Error: Null pointer
04-12-2015 09:31:23|OK
04-12-2015 09:36:19|OK
04-12-2015 09:37:08|Error: Invalid number of arguments
04-12-2015 09:37:29|OK
04-12-2015 09:39:55|Error: Invalid number of arguments
04-12-2015 09:40:04|Error: Invalid number of arguments
04-12-2015 09:53:09|Error: Invalid number of arguments
04-12-2015 09:54:14|OK
04-12-2015 10:01:48|OK
04-12-2015 10:02:12|OK
04-12-2015 10:03:34|OK
04-12-2015 10:05:12|OK
04-12-2015 10:07:07|OK
04-12-2015 10:10:08|OK
04-12-2015 10:10:23|OK
04-12-2015 10:11:01|OK
04-12-2015 10:11:57|OK
04-12-2015 10:12:19|OK
04-12-2015 10:14:10|OK
04-12-2015 10:28:19|OK
04-12-2015 10:40:46|OK
04-12-2015 10:46:14|OK
04-12-2015 10:48:38|OK
04-12-2015 10:49:13|OK
04-12-2015 10:50:57|OK
04-12-2015 10:52:17|OK
04-12-2015 10:52:25|OK
04-12-2015 10:52:51|OK
04-12-2015 10:54:23|OK
04-12-2015 10:54:27|OK
04-12-2015 10:54:28|OK
04-12-2015 10:54:30|OK
04-12-2015 10:57:35|OK
04-12-2015 11:00:44|OK
04-12-2015 18:34:53|Error: Invalid list file path
04-12-2015 18:35:23|OK
04-12-2015 18:48:58|OK
04-12-2015 18:49:41|OK
05-12-2015 18:04:47|OK
05-12-2015 18:05:32|OK
15-12-2015 11:13:58|Error: Invalid number of arguments
15-12-2015 11:15:02|OK
15-12-2015 11:17:29|OK
15-12-2015 11:18:33|OK
15-12-2015 11:18:59|OK
15-12-2015 11:20:22|OK
15-12-2015 12:12:26|OK
15-12-2015 12:17:04|OK
15-12-2015 12:41:07|OK
15-12-2015 12:50:12|OK
15-12-2015 12:58:53|Error: Invalid number of arguments
15-12-2015 13:03:36|OK
15-12-2015 13:11:45|OK
15-12-2015 13:14:06|OK
15-12-2015 13:44:29|OK
15-12-2015 16:46:06|OK
15-12-2015 16:59:39|OK
15-12-2015 16:59:43|OK
15-12-2015 17:01:12|15-12-2015 17:03:31|OK
15-12-2015 17:04:47|OK
15-12-2015 17:30:44|OK
16-12-2015 13:34:52|Error: Non-existent product
16-12-2015 13:35:51|Error: Non-existent product
16-12-2015 13:36:08|Error: Non-existent product
16-12-2015 13:36:24|Error: Non-existent product
16-12-2015 13:36:41|Error: Non-existent product
16-12-2015 13:37:00|Error: Non-existent product
16-12-2015 13:37:19|Error: Non-existent product
16-12-2015 13:39:48|Error: Non-existent product
16-12-2015 13:40:06|Error: Non-existent product
16-12-2015 13:40:29|Error: Non-existent product
16-12-2015 13:40:52|Error: Non-existent product
16-12-2015 13:41:32|Error: Non-existent product
16-12-2015 13:48:11|Error: Non-existent product
16-12-2015 13:48:36|Error: Non-existent product
16-12-2015 13:49:23|Error: Non-existent product
16-12-2015 13:50:03|Error: Non-existent product
16-12-2015 13:50:57|Error: Non-existent product
16-12-2015 13:51:38|Error: Non-existent product
16-12-2015 13:52:06|Error: Non-existent product
16-12-2015 13:52:27|Error: Non-existent product
16-12-2015 13:55:17|Error: Non-existent product
16-12-2015 13:56:01|Error: Non-existent product
16-12-2015 14:07:02|Error: Out of memory
16-12-2015 14:08:12|Error: Out of memory
16-12-2015 14:08:29|Error: Out of memory
16-12-2015 14:09:52|(null)
16-12-2015 14:11:16|(null)
16-12-2015 14:11:40|(null)
16-12-2015 14:15:45|(null)
16-12-2015 14:19:05|(null)
16-12-2015 14:33:36|(null)
16-12-2015 14:33:54|(null)
16-12-2015 14:35:33|(null)
16-12-2015 14:36:57|(null)
16-12-2015 14:37:07|(null)
16-12-2015 14:37:47|(null)
16-12-2015 14:38:14|(null)
16-12-2015 14:38:47|(null)
16-12-2015 14:44:44|(null)
16-12-2015 14:45:07|(null)
16-12-2015 14:50:37|(null)
16-12-2015 14:51:41|(null)
16-12-2015 15:30:53|(null)
16-12-2015 16:04:31|OK
16-12-2015 16:22:08|OK
16-12-2015 16:26:48|OK
16-12-2015 16:41:34|OK
16-12-2015 16:47:34|OK
16-12-2015 17:39:24|OK
16-12-2015 18:32:09|OK
17-12-2015 11:46:16|OK
17-12-2015 11:58:07|OK
17-12-2015 12:00:12|OK
17-12-2015 12:02:13|OK
17-12-2015 12:02:52|OK
17-12-2015 14:06:58|OK
17-12-2015 14:07:03|OK
17-12-2015 14:08:13|OK
17-12-2015 14:11:58|Error: Non-existent product (7790990157091)
17-12-2015 14:12:19|Error: Non-existent product (7790990157091)
17-12-2015 14:15:10|OK
17-12-2015 14:45:54|OK
17-12-2015 15:00:21|OK
17-12-2015 15:01:44|OK
17-12-2015 15:01:53|OK
17-12-2015 15:09:53|OK
17-12-2015 15:09:56|OK
24-01-2016 11:41:24|OK
24-01-2016 11:45:39|OK
24-01-2016 11:46:43|OK
24-01-2016 12:02:31|OK
24-01-2016 12:24:00|OK
24-01-2016 12:31:53|OK
24-01-2016 12:41:56|OK
24-01-2016 13:04:12|OK
25-01-2016 15:59:35|Error: Non-existent product (7891037744257)
25-01-2016 16:04:36|OK
25-01-2016 16:15:39|Error: Non-existent product (7891037744257)
25-01-2016 16:20:55|Error: Non-existent product (7891037744257)
25-01-2016 16:22:00|Error: Non-existent product (7891037744257)
25-01-2016 17:24:09|OK
25-01-2016 18:48:35|OK
27-01-2016 10:38:27|Error: Non-existent product (7891037744257)
27-01-2016 10:40:10|Error: Non-existent product (7891037744257)
27-01-2016 10:42:49|Error: Non-existent product (7891037744257)
27-01-2016 10:43:27|OK
27-01-2016 10:47:14|Error: Non-existent product (7891037744257)
27-01-2016 11:01:36|OK
27-01-2016 11:02:07|OK
27-01-2016 11:02:14|OK
27-01-2016 11:19:29|Error: Non-existent product (7891037744257)
27-01-2016 11:21:22|Error: Non-existent product (1111111111111
ÑoquiÑoquis riquísimos)
27-01-2016 11:23:01|OK
27-01-2016 11:24:06|OK
27-01-2016 11:25:54|OK
27-01-2016 11:51:16|OK
27-01-2016 12:13:23|OK
27-01-2016 12:13:44|OK
27-01-2016 13:43:23|Error: Non-existent product (7891037744257)
27-01-2016 13:43:23|Error: Null pointer
27-01-2016 13:44:22|Error: Non-existent product (7891037744257)
27-01-2016 13:44:22|Error: Null pointer
27-01-2016 13:44:24|Error: Non-existent product (7891037744257)
27-01-2016 13:44:24|Error: Null pointer
27-01-2016 13:44:34|Error: Non-existent product (7891037744257)
27-01-2016 13:44:34|Error: Null pointer
27-01-2016 13:44:45|Error: Non-existent product (7891037744257)
27-01-2016 13:44:45|Error: Null pointer
27-01-2016 13:44:58|Error: Non-existent product (7891037744257)
27-01-2016 13:44:58|Error: Null pointer
27-01-2016 13:45:45|Error: Non-existent product (7891037744257)
27-01-2016 13:45:45|Error: Null pointer
27-01-2016 13:57:09|OK
27-01-2016 13:57:28|Error: Non-existent product (7891037744257)
27-01-2016 13:57:28|Error: Null pointer
27-01-2016 14:01:57|OK
27-01-2016 14:02:27|OK
27-01-2016 14:07:18|OK
27-01-2016 14:11:12|OK
27-01-2016 14:13:33|OK
28-01-2016 15:33:12|OK
28-01-2016 15:45:02|OK
28-01-2016 15:45:51|OK
28-01-2016 15:46:56|OK
28-01-2016 15:47:31|OK
28-01-2016 15:48:27|OK
28-01-2016 15:50:57|OK
28-01-2016 15:53:04|OK
28-01-2016 17:41:20|OK
28-01-2016 19:05:44|OK
07-02-2016 20:33:13|OK
07-02-2016 20:37:19|OK
07-02-2016 20:41:48|OK
07-02-2016 20:45:20|OK
09-02-2016 15:13:01|Error: : Non-existent product 
09-02-2016 18:05:20|Error: : Non-existent product (7891037744257)
09-02-2016 18:05:20|Error: : Null pointer
09-02-2016 18:05:27|Error: : Non-existent product (7891037744257)
09-02-2016 18:05:27|Error: : Null pointer
09-02-2016 18:05:58|Error: : Non-existent product (7891037744257)
09-02-2016 18:05:58|Error: : Null pointer
09-02-2016 18:06:14|Error: : Non-existent product (7891037744257)
09-02-2016 18:06:14|Error: : Null pointer
09-02-2016 18:06:26|Error: : Non-existent product (7891037744257)
09-02-2016 18:06:26|Error: : Null pointer
09-02-2016 18:10:36|Error: : Non-existent product (7891037744257)
09-02-2016 18:10:36|Error: : Null pointer
09-02-2016 18:14:23|Error: : Non-existent product (7891037744257)
09-02-2016 18:14:23|Error: : Null pointer
09-02-2016 18:14:29|Error: : Non-existent product (7891037744257)
09-02-2016 18:14:29|Error: : Null pointer
09-02-2016 18:19:06|OK
09-02-2016 18:25:02|OK
09-02-2016 18:39:07|OK
09-02-2016 18:51:37|OK
09-02-2016 21:52:44|Error: : Non-existent product (7891037744257)
09-02-2016 21:52:44|Error: : Null pointer
09-02-2016 21:55:45|Error: : Non-existent product (7891037744257)
09-02-2016 21:55:45|Error: : Null pointer
09-02-2016 21:56:58|Error: : Non-existent product (7891037744257)
09-02-2016 21:56:58|Error: : Null pointer
09-02-2016 21:57:14|Error: : Non-existent product (7891037744257)
09-02-2016 21:57:14|Error: : Null pointer
09-02-2016 21:57:18|Error: : Non-existent product (7891037744257)
09-02-2016 21:57:18|Error: : Null pointer
09-02-2016 21:57:36|Error: : Non-existent product (7891037744257)
09-02-2016 21:57:36|Error: : Null pointer
09-02-2016 22:00:17|Error: : Non-existent product (7891037744257)
09-02-2016 22:00:17|Error: : Null pointer
09-02-2016 22:04:43|Error: : Non-existent product (7891037744257)
09-02-2016 22:04:43|Error: : Null pointer
09-02-2016 22:05:46|Error: : Non-existent product (7891037744257)
09-02-2016 22:05:46|Error: : Null pointer
09-02-2016 22:10:26|Error: : Non-existent product (7891037744257)
09-02-2016 22:10:26|Error: : Null pointer
09-02-2016 22:13:28|Error: : Non-existent product (7891037744257)
09-02-2016 22:13:28|Error: : Null pointer
09-02-2016 22:15:15|Error: : Non-existent product (7891037744257)
09-02-2016 22:15:15|Error: : Null pointer
09-02-2016 22:15:48|Error: : Non-existent product (7891037744257)
09-02-2016 22:15:48|Error: : Null pointer
09-02-2016 22:16:19|Error: : Non-existent product (7891037744257)
09-02-2016 22:16:19|Error: : Null pointer
09-02-2016 22:17:07|Error: : Non-existent product (7891037744257)
09-02-2016 22:17:07|Error: : Null pointer
09-02-2016 22:17:39|Error: : Non-existent product (7891037744257)
09-02-2016 22:17:39|Error: : Null pointer
09-02-2016 22:18:06|Error: : Non-existent product (7891037744257)
09-02-2016 22:18:06|Error: : Null pointer
09-02-2016 22:18:42|Error: : Non-existent product (7891037744257)
09-02-2016 22:18:42|Error: : Null pointer
09-02-2016 22:22:40|Error: : Non-existent product (7891037744257)
09-02-2016 22:22:40|Error: : Null pointer
09-02-2016 22:25:35|Error: : Non-existent product (7891037744257)
09-02-2016 22:25:35|Error: : Null pointer
09-02-2016 22:25:54|OK
09-02-2016 22:29:10|OK
09-02-2016 22:31:42|OK
09-02-2016 23:16:15|OK
09-02-2016 23:21:30|OK
09-02-2016 23:28:10|OK
10-02-2016 11:48:08|OK
10-02-2016 11:48:24|OK
10-02-2016 11:52:45|OK
10-02-2016 12:00:06|OK
10-02-2016 12:43:31|OK
10-02-2016 13:15:29|OK
10-02-2016 13:16:35|OK
10-02-2016 13:34:52|OK
10-02-2016 13:43:43|OK
10-02-2016 13:52:49|OK
10-02-2016 13:59:18|OK
10-02-2016 14:44:04|OK
10-02-2016 14:56:30|OK
10-02-2016 15:35:47|OK
10-02-2016 19:11:34|OK
10-02-2016 19:17:03|OK
